# x0,y0,z0,qx0,qy0,qz0,qw0,x1,y1,z1,qx1,qy1,qz1,qw1,speed
0.465,-0.09,1.20,-0.14644661,0.35355339,-0.35355339,0.85355339,0.465,0.09,1.20,-0.14644661,0.35355339,-0.35355339,0.85355339,0.035
